id,lemma,vprašanje,odgovor,vrsta,podvrsta,split
474494,pruškovski,Slovnično opredeli besedo pruškovski.,Beseda **pruškovski** je pridevnik.,besedna_vrsta,osnovne_lastnosti,test
547440,kušer,Navedi vse sklone besede kušer.,"Sklanjatvena tabela za samostalnik **kušer**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | kušer | kušerja | kušerji |
| 2. Rodilnik | kušerja | / | / |
| 3. Dajalnik | kušerju | kušerjema | kušerjem |
| 4. Tožilnik | kušerja | kušerja | kušerje |
| 5. Mestnik | pri kušerju | pri kušerjih | pri kušerjih |
| 6. Orodnik | s kušerjem | s kušerjema | s kušerji |",sklanjanje,celotna_sklanjatev,test
83343,priložnost,Kakšnega spola je samostalnik priložnost?,Samostalnik **priložnost** je ženskega spola.,besedna_vrsta,spol_samostalnika,test
92154,substitut,Katere besede imajo podoben pomen kot substitut?,"Sopomenke besede **substitut** so:
- nadomestek
- nadomestilo",sopomenke,navedi_sopomenke,test
23389,markerjev,Katera beseda v osnovni obliki predstavlja obliko markerjevih?,Osnovna oblika (lema) besede **markerjevih** je **markerjev** (pridevnik).,sklanjanje,osnovna_oblika_leme,train
5630,porahljati,Prikaži 3 pogostih kolokacij z besedo porahljati.,"Izpis 3 kolokacij za besedo **porahljati**:
1. Bibi porahljajte
2. porahljati prepir
3. kako porahljati",kolokacije,stevilsko_opredeljene_kolokacije,train
47816,arhiv,Kako se beseda arhiv pojavlja v besedilnem kontekstu?,"Primeri uporabe besede **arhiv** v povedih:
- *Mariborski nadškofijski arhiv je vodnik po svojih matičnih knjigah izdal že leta 1999.*
- *Velik del družinskega arhiva nastaja na dopustu.*
- *Elektronski arhivi predstavljajo varen in zanesljiv način hrambe dokumentarnega in arhivskega gradiva.*
- *Podatke lahko le shranimo v arhiv ali pa jih stisnemo in tako pridobimo nekaj prostora na disku.*",primeri_uporabe,povedi_z_besedo,train
65884,krohot,Preveri število registriranih pomenov besede krohot.,"Beseda **krohot** ima registrirana 2 pomene:
1. Krohot je zelo glasen smeh.
2. Krohot je dolg, glasen niz zvokov pri smejanju ali grmenju.",pomen,stevilka_pomenov,train
540879,hardrok,Izpiši vse sklanjatvene oblike besede hardrok v dvojini.,"Sklanjatvene oblike besede **hardrok** v dvojini:

| Sklon | Dvojina |
|---|---|
| 1. Imenovalnik | hardroka |
| 2. Rodilnik | hardrokov |
| 3. Dajalnik | hardrokoma |
| 4. Tožilnik | hardroka |
| 5. Mestnik | pri hardrokih |
| 6. Orodnik | s hardrokoma |",sklanjanje,sklanjatev_po_stevilu,train
8758,trpinčiti,Spregaj glagol trpinčiti v sedanjiku.,"Sedanjik glagola **trpinčiti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | trpinčim | trpinčiva | trpinčimo |
| 2. oseba | trpinčiš | trpinčita | trpinčite |
| 3. oseba | trpinči | trpinčita | trpinčijo |",spreganje,spreganje_v_casu,train
9264,vpisati,Sestavi spreganje glagola vpisati po časih in osebah.,"Spreganje glagola **vpisati**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | vpišem | vpiševa | vpišemo |
| 2. oseba | vpišeš | vpišeta | vpišete |
| 3. oseba | vpiše | vpišeta | vpišejo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem vpisal / sem vpisala | sva vpisala / sva vpisali | smo vpisali / smo vpisale |
| 2. oseba | si vpisal / si vpisala | sta vpisala / sta vpisali | ste vpisali / ste vpisale |
| 3. oseba | je vpisal / je vpisala | sta vpisala / sta vpisali | so vpisali / so vpisale |",spreganje,celotno_spreganje,train
87629,savna,Prikaži sklanjatvene oblike v dvojini za besedo savna.,"Sklanjatvene oblike besede **savna** v dvojini:

| Sklon | Dvojina |
|---|---|
| 1. Imenovalnik | savni |
| 2. Rodilnik | savn |
| 3. Dajalnik | savnama |
| 4. Tožilnik | savni |
| 5. Mestnik | pri savnah |
| 6. Orodnik | s savnama |",sklanjanje,sklanjatev_po_stevilu,train
514455,vcveteti,Kako se po osebah sprega glagol vcveteti v sedanjiku?,"Sedanjik glagola **vcveteti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | vcvetim | vcvetiva | vcvetimo |
| 2. oseba | vcvetiš | vcvetita | vcvetite |
| 3. oseba | vcveti | vcvetita | vcvetijo |",spreganje,spreganje_v_casu,train
477561,neratifikacija,Navedi 3. Dajalnik sklon za dvojino besede neratifikacija.,3. Dajalnik (dajalnik) dvojine besede **neratifikacija** se glasi: **neratifikacijama**.,sklanjanje,posamezen_sklon,train
448224,diližansa,Izpiši vse sklanjatvene oblike besede diližansa v ednini.,"Sklanjatvene oblike besede **diližansa** v ednini:

| Sklon | Ednina |
|---|---|
| 1. Imenovalnik | diližansa |
| 2. Rodilnik | diližanse |
| 3. Dajalnik | diližansi |
| 4. Tožilnik | / |
| 5. Mestnik | pri diližansi |
| 6. Orodnik | / |",sklanjanje,sklanjatev_po_stevilu,train
597136,declare,Izpiši obliko: orodnik ednine za declare.,6. Orodnik (orodnik) ednine besede **declare** se glasi: **z declarejem**.,sklanjanje,posamezen_sklon,train
38952,združen,Zapiši primere stavkov z besedo združen.,"Primeri uporabe besede **združen** v povedih:
- *Opoldne so imeli združni počitek, ko so se vsi zaposleni v podjetju odločili, da si bodo vzeli nekaj časa za sprostitev in oddih.*
- *Opoldne so imeli združni počitek, ko so se vsi zaposleni v podjetju odločili, da si vzamejo nekaj časa za oddih in sprostitev.*
- *Opoldne, po napornem dopoldanskem delu, so se vsi zaposleni odločili, da si bodo privoščili združni počitek.*
- *Opoldne, vsi so imeli združni počitek.*
- *Opoldne so imeli vsi zaposleni v podjetju združni počitek.*",primeri_uporabe,povedi_z_besedo,train
9112,vasovati,S katerimi izrazi se kolocira beseda vasovati?,"Tipične kolokacije z besedo **vasovati**:
- hoditi vasovat
- fantje vasujejo
- vasovati pod oknom
- iti vasovat
- vasovati pri dekletih
- tako vasovati
- spet vasovati
- vasovati s podokničarjem
- priti vasovat
- odpraviti vasovat se",kolokacije,navedi_kolokacije,train
473892,mentonski,"Izpiši osnovnik, primernik in presežnik za mentonski.","Stopnjevanje besede **mentonski**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | mentonskim / mentonsko / mentonskih / mentonskimi / mentonskega / mentonska / mentonski / mentonske / mentonskima / mentonskem / mentonskemu |
| 2. Primernik (Komparativ) | mentonski |
| 3. Presežnik (Superlativ) | mentonski |",stopnjevanje,vse_stopnje,train
57522,glasilka,Kaj pomeni beseda glasilka?,"Beseda **glasilka** ima naslednje pomene:
- Glasilke so organ v grlu, ki ga lahko spravimo v nihanje, ko izdihnemo zrak. Tako tvorimo glasove, potrebne za govorjenje.",pomen,razlaga_pomena,train
612406,južnoafričanka,Izpiši obliko: mestnik množine za južnoafričanka.,5. Mestnik (mestnik) množine besede **južnoafričanka** se glasi: **pri južnoafričankah / južnoafričankih**.,sklanjanje,posamezen_sklon,train
996,dramatizirati,Ali ima beseda dramatizirati več pomenov?,"Beseda **dramatizirati** ima registrirana 1 pomen:
1. Dramatizirati dogodek ali situacijo pomeni poskusiti jih prikazati resnejše ali bolj vznemirljive, kot so v resnici.",pomen,stevilka_pomenov,train
446957,bistroumnica,S katerimi besedami lahko nadomestimo besedo bistroumnica?,"Sopomenke besede **bistroumnica** so:
- pametnjakovička
- talent",sopomenke,navedi_sopomenke,train
2402,magnetizirati,Prikaži spreganje po osebah za glagol magnetizirati.,"Spreganje glagola **magnetizirati**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | magnetiziram | magnetizirava | magnetiziramo |
| 2. oseba | magnetiziraš | magnetizirata | magnetizirate |
| 3. oseba | magnetizira | magnetizirata | magnetizirajo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem magnetiziral / sem magnetizirala | sva magnetizirala / sva magnetizirali | smo magnetizirali / smo magnetizirale |
| 2. oseba | si magnetiziral / si magnetizirala | sta magnetizirala / sta magnetizirali | ste magnetizirali / ste magnetizirale |
| 3. oseba | je magnetiziral / je magnetizirala | sta magnetizirala / sta magnetizirali | so magnetizirali / so magnetizirale |",spreganje,celotno_spreganje,train
7980,sestreliti,Opiši pomen besede sestreliti.,"Beseda **sestreliti** ima naslednje pomene:
- Sestreliti pomeni streljati na letalo ali helikopter in ga zadeti, tako da se zruši na tla.",pomen,razlaga_pomena,train
732093,inkubus,Prikaži tabelo sklanjatve besede inkubus v dvojini.,"Sklanjatvene oblike besede **inkubus** v dvojini:

| Sklon | Dvojina |
|---|---|
| 1. Imenovalnik | inkubusa |
| 2. Rodilnik | inkubusov |
| 3. Dajalnik | inkubusoma |
| 4. Tožilnik | inkubusa |
| 5. Mestnik | pri inkubusih |
| 6. Orodnik | z inkubusoma |",sklanjanje,sklanjatev_po_stevilu,train
443202,športati,Izpiši vse glagolske oblike za športati.,"Spreganje glagola **športati**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | športam | športava | športamo |
| 2. oseba | športaš | športata | športate |
| 3. oseba | športa | športata | športajo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem športala / sem športalo | sva športali / sva športala | smo športali / smo športale |
| 2. oseba | si športala / si športalo | sta športali / sta športala | ste športali / ste športale |
| 3. oseba | je športala / je športalo | sta športali / sta športala | so športali / so športale |",spreganje,celotno_spreganje,train
5900,potemnevati,Ali spada glagol potemnevati med dovršne ali nedovršne glagole?,Beseda **potemnevati** je dvovidski glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
6272,preformulirati,Ali je glagol preformulirati dovršni ali nedovršni?,Beseda **preformulirati** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
510463,kolenčiti,Izpiši velelnik ter nedoločnik glagola kolenčiti.,"Neosebne in posebne oblike glagola **kolenčiti**:
- Nedoločnik: **kolenčiti**
- Namenilnik: **kolenčit**
",spreganje,neosebne_oblike,train
734636,instalajkati,Navedi spreganje glagola instalajkati v sedanjiku.,"Sedanjik glagola **instalajkati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | instalajkam | instalajkava | instalajkamo |
| 2. oseba | instalajkaš | instalajkata | instalajkate |
| 3. oseba | instalajka | instalajkata | instalajkajo |",spreganje,spreganje_v_casu,train
504336,jadralčev,Katero slovnično funkcijo ima jadralčevih v sklanjatvenem vzorcu jadralčev?,"Oblika **jadralčevih** pri besedi *jadralčev* izraža:
- pregibna oblika",sklanjanje,analiza_oblike,train
511925,poskakljati,Določi glagolski vid za besedo poskakljati.,Beseda **poskakljati** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
99369,zgrešenost,Navedi 10 kolokativnih zvez za besedo zgrešenost.,"Izpis 10 kolokacij za besedo **zgrešenost**:
1. zgrešenost politike
2. zgrešenost uboja
3. opozarjati na zgrešenost
4. opozoriti na zgrešenost
5. popolna zgrešenost
6. zgrešenost koncepta
7. Zgrešenost sistema
8. dokazovati zgrešenost
9. zgrešenost odločitve
10. dokazati zgrešenost",kolokacije,stevilsko_opredeljene_kolokacije,train
74343,odišavljenje,Prikaži številčni seznam 8 kolokacij besede odišavljenje.,"Izpis 8 kolokacij za besedo **odišavljenje**:
1. odišavljenje prostorov
2. uporabljati za odišavljenje
3. primeren za odišavljenje
4. uporabiti za odišavljenje
5. odišavljenje pijač
6. rastlina za odišavljenje
7. odišavljenje kisa
8. odišavljenje jedi",kolokacije,stevilsko_opredeljene_kolokacije,train
2779,nalepiti,Opiši pomen besede nalepiti.,"Beseda **nalepiti** ima naslednje pomene:
- Nalepiti pomeni pritrditi plakat ali obvestilo na steno ali desko.",pomen,razlaga_pomena,train
41858,mačkasto,Kako poteka stopnjevanje besede mačkasto?,"Stopnjevanje besede **mačkasto**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | mačkasto |
| 2. Primernik (Komparativ) | mačkasto |
| 3. Presežnik (Superlativ) | mačkasto |",stopnjevanje,vse_stopnje,train
690467,lambro,Kaj pomeni oblika lambri pri besedi lambro?,"Oblika **lambri** pri besedi *lambro* izraža:
- 1. Imenovalnik (množine)",sklanjanje,analiza_oblike,train
49200,bibavica,Kako se beseda bibavica uporablja v stavkih?,"Primeri uporabe besede **bibavica** v povedih:
- *Večina legvanov, predvsem samice in mladiči, se hrani v pasu bibavice ali na izpostavljenih čereh blizu obrežja.*
- *Gravitacijska sila Lune povzroča na oceanih cikle bibavice dvakrat na lunarni dan.*
- *Plimovanje ali bibavica je kolebanje morske gladine zaradi težnostne privlačnosti Lune in Sonca.*
- *Razlika med plimo in oseko je včasih višja od štirih metrov, zato je zaradi bibavice morski tok zelo močan.*",primeri_uporabe,povedi_z_besedo,train
1057,ekonomizirati,Katere so neosebne ter posebne oblike glagola ekonomizirati?,"Neosebne in posebne oblike glagola **ekonomizirati**:
- Nedoločnik: **ekonomizirati**
- Namenilnik: **ekonomizirat**
",spreganje,neosebne_oblike,train
83348,primanjkljaj,Prikaži seznam pomenov za besedo primanjkljaj.,"Pomeni besede **primanjkljaj** so:
- Primanjkljaj je denarna razlika med tistim zneskom, ki ga neka država ali organizacija prejme, in zneskom, ki ga potroši.",pomen,nastevanje_pomenov,train
582919,šneberger,Navedi slovnične značilnosti za lemo šneberger.,Beseda **šneberger** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,train
514333,uplinjevati,Kakšna sta nedoločnik in namenilnik glagola uplinjevati?,"Neosebne in posebne oblike glagola **uplinjevati**:
- Nedoločnik: **uplinjevati**
- Namenilnik: **uplinjevat**
",spreganje,neosebne_oblike,train
63261,kavč,"V kateri obliki nastopa beseda kavč v povedi: 'Večina se zlekne na kavč pred televizijo, spet drugi se pridno učijo.'?","V povedi *""Večina se zlekne na kavč pred televizijo, spet drugi se pridno učijo.""* nastopa beseda **kavč** kot pregibna oblika (MSD: Somei) besede *kavč*.",primeri_uporabe,analiza_oblike_v_povedi,train
46628,adrenalin,Kako se beseda adrenalin pojavlja v besedilnem kontekstu?,"Primeri uporabe besede **adrenalin** v povedih:
- *Strokovnjaki za prehrano pravijo, da vitamin C dvigne raven adrenalina v krvi in poveča vitalnost.*",primeri_uporabe,povedi_z_besedo,train
516622,akis,Določi spol samostalnika akis.,Samostalnik **akis** je moškega spola.,besedna_vrsta,spol_samostalnika,train
690289,lacrabere,Kako se v slovenščini glasi imenovalnik dvojine besede lacrabere?,1. Imenovalnik (imenovalnik) dvojine besede **lacrabere** se glasi: **lacrabereja**.,sklanjanje,posamezen_sklon,train
53482,disertacija,Prikaži primere rabe besede disertacija.,"Primeri uporabe besede **disertacija** v povedih:
- *Bral sem študije, eseje in disertacije, vse, kar mi je prišlo pod roke.*
- *Če se ugotovi, da disertacija ni rezultat lastne ustvarjalnosti in dosežkov, se lahko odvzame.*
- *Profesorju sem dala osnutek svoje disertacije in prva poglavja.*
- *Odgovor na to vprašanje bi bil zaradi obširnosti lahko prava mala disertacija.*
- *Pri mizi pa bo razvil celo disertacijo o dietah, kalorijah, seveda če mu boste dovolili govoriti.*",primeri_uporabe,povedi_z_besedo,train
91253,starost,Kako se beseda starost pojavlja v besedilnem kontekstu?,"Primeri uporabe besede **starost** v povedih:
- *Vsi so mislili, da ta oseba ne bo dočakala starosti, vendar se je izkazalo, da so se motili.*
- *Boriti se proti prihajajoči starosti je izziv, s katerim se mnogi ljudje soočajo v današnjem svetu.*
- *Bolezni starosti so pogosta pojava, ki se pojavlja pri starejših ljudeh.*
- *Mirna, nadležna starost je obdobje življenja, ko se posameznik počasi umirja in si želi več miru ter stabilnosti. Vendar pa lahko ta mirnost postane nadležna, saj se lahko*
- *On/a ima lepo in prijetno starost.*",primeri_uporabe,povedi_z_besedo,train
646231,udnes,Določi spol samostalnika udnes.,Samostalnik **udnes** je moškega spola.,besedna_vrsta,spol_samostalnika,train
2553,mravljinčiti,Kako se sprega glagol mravljinčiti?,"Spreganje glagola **mravljinčiti**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | mravljinčim | mravljinčiva | mravljinčimo |
| 2. oseba | mravljinčiš | mravljinčita | mravljinčite |
| 3. oseba | mravljinči | mravljinčita | mravljinčijo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem mravljinčil / sem mravljinčila | sva mravljinčila / sva mravljinčili | smo mravljinčili / smo mravljinčile |
| 2. oseba | si mravljinčil / si mravljinčila | sta mravljinčila / sta mravljinčili | ste mravljinčili / ste mravljinčile |
| 3. oseba | je mravljinčil / je mravljinčila | sta mravljinčila / sta mravljinčili | so mravljinčili / so mravljinčile |",spreganje,celotno_spreganje,train
29119,pokrajinski,Napiši obrazložitev pomena besede pokrajinski.,"Beseda **pokrajinski** ima naslednje pomene:
- Organizacije in dejavnosti, ki so pokrajinske, se nanašajo na določeno območje države.",pomen,razlaga_pomena,train
4286,opremljati,Navedi nedoločnik in velelniške oblike za glagol opremljati.,"Neosebne in posebne oblike glagola **opremljati**:
- Nedoločnik: **opremljati**
- Namenilnik: **opremljat**
",spreganje,neosebne_oblike,train
618126,lightbox,Kako se glasi imenovalnik množine besede lightbox?,1. Imenovalnik (imenovalnik) množine besede **lightbox** se glasi: **lightboxi**.,sklanjanje,posamezen_sklon,train
509567,curiti,Izpiši vse glagolske oblike za curiti.,"Spreganje glagola **curiti**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | curim | curiva | curimo |
| 2. oseba | curiš | curita | curite |
| 3. oseba | curi | curita | curijo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem curilo / sem curil | sva curila / sva curili | smo curili / smo curila |
| 2. oseba | si curilo / si curil | sta curila / sta curili | ste curili / ste curila |
| 3. oseba | je curilo / je curil | sta curila / sta curili | so curili / so curila |",spreganje,celotno_spreganje,train
67054,letopis,"Kaj izraža oblika letopisih v kontekstu povedi 'Kmalu so začeli uvajati redna statistična raziskovanja, njihove rezultate so objavljali v letopisih.'?","V povedi *""Kmalu so začeli uvajati redna statistična raziskovanja, njihove rezultate so objavljali v letopisih.""* nastopa beseda **letopisih** kot pregibna oblika (MSD: Somdm) besede *letopis*.",primeri_uporabe,analiza_oblike_v_povedi,train
495864,mongolizem,Naštej pomene besede mongolizem.,"Pomeni besede **mongolizem** so:
- dedno pogojene duševne manjrazvitosti, ki je posledica kromosomske nepravilnosti; 21. kromosomu je namreč dodan se eden",pomen,nastevanje_pomenov,train
6589,preoravati,Kakšnega vida je glagol preoravati?,Beseda **preoravati** je dvovidski glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
29346,pomankljiv,Izpiši tipične besedne zveze z besedo pomankljiv.,"Tipične kolokacije z besedo **pomankljiv**:
- pomankljivo znanje
- zelo pomankljiv
- pomankljiva varnost
- pomankljiva zakonodaja",kolokacije,navedi_kolokacije,train
514402,uletati,Izpiši neosebne oblike glagola uletati.,"Neosebne in posebne oblike glagola **uletati**:
- Nedoločnik: **uletati**
- Namenilnik: **uletat**
",spreganje,neosebne_oblike,train
79892,polmrak,Kateri slovnični spol pripada besedi polmrak?,Samostalnik **polmrak** je moškega spola.,besedna_vrsta,spol_samostalnika,train
511286,odpičiti,Izpiši Sedanjik glagola odpičiti po osebah.,"Sedanjik glagola **odpičiti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | odpičim | odpičiva | odpičimo |
| 2. oseba | odpičiš | odpičita | odpičite |
| 3. oseba | odpiči | odpičita | odpičijo |",spreganje,spreganje_v_casu,train
513558,samoukiniti,Prikaži pregled spreganja za glagol samoukiniti.,"Spreganje glagola **samoukiniti**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | samoukinim | samoukiniva | samoukinimo |
| 2. oseba | samoukiniš | samoukinita | samoukinite |
| 3. oseba | samoukini | samoukinita | samoukinijo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem samoukinila / sem samoukinilo | sva samoukinila / sva samoukinili | smo samoukinile / smo samoukinili |
| 2. oseba | si samoukinila / si samoukinilo | sta samoukinila / sta samoukinili | ste samoukinile / ste samoukinili |
| 3. oseba | je samoukinila / je samoukinilo | sta samoukinila / sta samoukinili | so samoukinile / so samoukinili |",spreganje,celotno_spreganje,train
80333,popček,"Sklanjaj besedo popček v ednini, dvojini in množini.","Sklanjatvena tabela za samostalnik **popček**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | popček | popčka | / |
| 2. Rodilnik | popčka | popčkov | popčkov |
| 3. Dajalnik | / | popčkoma | popčkom |
| 4. Tožilnik | popček | popčka | popčke |
| 5. Mestnik | pri popčku | pri popčkih | pri popčkih |
| 6. Orodnik | s popčkom | s popčkoma | s popčki |",sklanjanje,celotna_sklanjatev,train
517372,anastazi,Katere sklone ima beseda anastazi v množini?,"Sklanjatvene oblike besede **anastazi** v množini:

| Sklon | Množina |
|---|---|
| 1. Imenovalnik | anastaziji |
| 2. Rodilnik | anastazijev |
| 3. Dajalnik | / |
| 4. Tožilnik | anastazije |
| 5. Mestnik | pri anastazijih |
| 6. Orodnik | z anastaziji |",sklanjanje,sklanjatev_po_stevilu,train
476575,brčka,Kateri slovnični spol pripada besedi brčka?,Samostalnik **brčka** je ženskega spola.,besedna_vrsta,spol_samostalnika,train
8359,spodrezati,Kako se po osebah sprega glagol spodrezati v sedanjiku?,"Sedanjik glagola **spodrezati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | spodrežem | spodreževa | spodrežemo |
| 2. oseba | spodrežeš | spodrežeta | spodrežete |
| 3. oseba | spodreže | spodrežeta | spodrežejo |",spreganje,spreganje_v_casu,train
755,dekoncentrirati,Sestavi spreganje glagola dekoncentrirati po časih in osebah.,"Spreganje glagola **dekoncentrirati**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | dekoncentriram | dekoncentrirava | dekoncentriramo |
| 2. oseba | dekoncentriraš | dekoncentrirata | dekoncentrirate |
| 3. oseba | dekoncentrira | dekoncentrirata | dekoncentrirajo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem dekoncentriral / sem dekoncentrirala | sva dekoncentrirala / sva dekoncentrirali | smo dekoncentrirali / smo dekoncentrirale |
| 2. oseba | si dekoncentriral / si dekoncentrirala | sta dekoncentrirala / sta dekoncentrirali | ste dekoncentrirali / ste dekoncentrirale |
| 3. oseba | je dekoncentriral / je dekoncentrirala | sta dekoncentrirala / sta dekoncentrirali | so dekoncentrirali / so dekoncentrirale |",spreganje,celotno_spreganje,train
47784,argument,Poišči in naštej pomene leme argument.,"Pomeni besede **argument** so:
- v pomenu: utemeljen razlog",pomen,nastevanje_pomenov,train
556977,nep,Izpiši 2. Rodilnik sklon množine besede nep.,2. Rodilnik (rodilnik) množine besede **nep** se glasi: **nepov**.,sklanjanje,posamezen_sklon,train
52574,debeluhar,Navedi 4. Tožilnik sklon za ednino besede debeluhar.,4. Tožilnik (tožilnik) ednine besede **debeluhar** se glasi: **debeluharja**.,sklanjanje,posamezen_sklon,train
513018,priskrbovati,Prikaži oblike za Sedanjik glagola priskrbovati.,"Sedanjik glagola **priskrbovati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | priskrbujem | priskrbujeva | priskrbujemo |
| 2. oseba | priskrbuješ | priskrbujeta | priskrbujete |
| 3. oseba | priskrbuje | priskrbujeta | priskrbujejo |",spreganje,spreganje_v_casu,train
677520,grotewohl,Poišči osnovno imeno obliko za besedo grotewohlih.,Osnovna oblika (lema) besede **grotewohlih** je **grotewohl** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
515600,zvoliti,Kateri vid izraža glagol zvoliti?,Beseda **zvoliti** je dvovidski glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
84179,psalm,Navedi kolokativne zveze za lemo psalm.,"Tipične kolokacije z besedo **psalm**:
- Knjiga psalmov
- Toksični psalmi
- petje psalmov
- peti psalme
- Davidovi psalmi
- Današnji psalm
- Simfonija psalmov
- Psalm poje
- svetopisemski psalmi
- prevod psalmov",kolokacije,navedi_kolokacije,train
4375,oslepariti,Prikaži spreganje po osebah za glagol oslepariti.,"Spreganje glagola **oslepariti**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | osleparim | oslepariva | osleparimo |
| 2. oseba | oslepariš | osleparita | osleparite |
| 3. oseba | oslepari | osleparita | osleparijo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem osleparil / sem osleparila | sva osleparila / sva osleparili | smo osleparili / smo osleparile |
| 2. oseba | si osleparil / si osleparila | sta osleparila / sta osleparili | ste osleparili / ste osleparile |
| 3. oseba | je osleparil / je osleparila | sta osleparila / sta osleparili | so osleparili / so osleparile |",spreganje,celotno_spreganje,train
81632,pravopis,Katero obliko ima dajalnik ednine samostalnika pravopis?,3. Dajalnik (dajalnik) ednine besede **pravopis** se glasi: **pravopisu**.,sklanjanje,posamezen_sklon,train
41860,mafijsko,Zapiši 2 kolokativnih primerov za besedo mafijsko.,"Izpis 2 kolokacij za besedo **mafijsko**:
1. mafijsko organiziran
2. bolj mafijsko",kolokacije,stevilsko_opredeljene_kolokacije,train
65970,krožek,Poišči in naštej pomene leme krožek.,"Pomeni besede **krožek** so:
- Krožek je vrsta učnih ur ali predavanj.",pomen,nastevanje_pomenov,train
671883,esenyurt,Slovnično analiziraj obliko esenyurtoma besede esenyurt.,"Oblika **esenyurtoma** pri besedi *esenyurt* izraža:
- 3. Dajalnik (dvojine)",sklanjanje,analiza_oblike,train
34393,solističen,Sestavi seznam 10 kolokacij z besedo solističen.,"Izpis 10 kolokacij za besedo **solističen**:
1. solistični nastop
2. solistična kariera
3. Solistični koncert
4. solistični album
5. solistični recital
6. solistični vložki
7. solistična plošča
8. solističen in komoren
9. solistični inštrument
10. solistične skladbe",kolokacije,stevilsko_opredeljene_kolokacije,train
33462,sestavljiv,Kako poteka stopnjevanje besede sestavljiv?,"Stopnjevanje besede **sestavljiv**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | sestavljivim / sestavljive / sestavljivih / sestavljivimi / sestavljiva / sestavljivi / sestavljivo / sestavljivima / sestavljivega / sestavljivemu / sestavljivem / sestavljiv |
| 2. Primernik (Komparativ) | sestavljiv |
| 3. Presežnik (Superlativ) | sestavljiv |",stopnjevanje,vse_stopnje,train
688784,kunzel,Kaj pomeni oblika kunzelu pri besedi kunzel?,"Oblika **kunzelu** pri besedi *kunzel* izraža:
- 3. Dajalnik (ednine)",sklanjanje,analiza_oblike,train
